CustomerID,Age,Annual_Income_K,Spending_Score,Purchase_Frequency,Avg_Order_Value,Tenure_Years,Returns_Count,Loyalty_Points,Region,Gender,CLV_Score,Return_Rate,Engagement_Score,Segment,Segment_Label
CUST1486,43,59,37,5,259.16,5.6,3,1736,West,Female,10.915,0.5882352941176471,62.72,2,At-Risk
CUST1487,40,60,60,47,56.99,2.0,3,3611,West,Female,169.2,0.06369426751592357,82.22,1,High Value
CUST1488,26,30,48,22,48.1,5.8,4,2253,West,Female,31.68,0.18099547511312217,74.06,2,At-Risk
CUST1489,29,20,77,47,180.43,5.6,2,2294,East,Male,72.38,0.04246284501061571,73.88,1,High Value
CUST1490,18,65,28,34,396.75,7.7,2,3630,South,Female,61.88,0.05865102639296187,111.1,1,High Value
CUST1491,18,120,69,1,359.69,8.4,0,146,West,Female,8.28,0.0,44.92,2,At-Risk
CUST1492,64,109,77,26,398.54,4.7,6,3982,West,Female,218.218,0.22988505747126436,103.14,0,Budget Shoppers
CUST1493,51,129,81,43,268.29,3.4,9,3453,North,Female,449.307,0.2088167053364269,86.06,0,Budget Shoppers
CUST1494,49,76,40,10,231.3,3.0,0,4507,West,Female,30.4,0.0,105.14,2,At-Risk
CUST1495,65,20,45,30,90.78,2.3,1,2410,South,Male,27.0,0.03322259136212624,59.7,1,High Value
CUST1496,42,82,96,50,177.53,1.0,3,136,South,Male,393.6,0.059880239520958084,7.720000000000001,0,Budget Shoppers
CUST1497,57,74,62,18,228.33,3.8,3,3360,North,Female,82.584,0.16574585635359115,86.2,2,At-Risk
CUST1498,62,134,93,17,62.53,3.1,4,3005,West,Male,211.854,0.23391812865497075,75.6,0,Budget Shoppers
CUST1499,18,72,58,26,125.89,9.7,1,3552,West,Male,108.576,0.038314176245210725,119.54,2,At-Risk
